airport_code,airport_name,city,country,latitude,longitude,altitude
YBR,"Brandon Municipal Airport","Brandon","Canada",49.91,-99.951897,1343
YCB,"Cambridge Bay Airport","Cambridge Bay","Canada",69.1081008911,-105.138000488,90
YCD,"Nanaimo Airport","Nanaimo","Canada",49.054970224899996,-123.869862556,92
YCG,"Castlegar/West Kootenay Regional Airport","Castlegar","Canada",49.2963981628,-117.632003784,1624
YCH,"Miramichi Airport","Chatham","Canada",47.007801,-65.449203,108
YCL,"Charlo Airport","Charlo","Canada",47.990799,-66.330299,132
YCO,"Kugluktuk Airport","Coppermine","Canada",67.816704,-115.143997,74
YCT,"Coronation Airport","Coronation","Canada",52.0750007629,-111.444999695,2595
YCW,"Chilliwack Airport","Chilliwack","Canada",49.1528015137,-121.939002991,32
YCY,"Clyde River Airport","Clyde River","Canada",70.4860992432,-68.5167007446,87
YZS,"Coral Harbour Airport","Coral Harbour","Canada",64.1932983398,-83.3593978882,210
YDA,"Dawson City Airport","Dawson","Canada",64.04309844970703,-139.1280059814453,1215
YDB,"Burwash Airport","Burwash","Canada",61.37110137939453,-139.04100036621094,2647
YDF,"Deer Lake Airport","Deer Lake","Canada",49.21080017089844,-57.39139938354492,72
YDL,"Dease Lake Airport","Dease Lake","Canada",58.4221992493,-130.031997681,2600
YDN,"Dauphin Barker Airport","Dauphin","Canada",51.100799560546875,-100.052001953125,999
YDQ,"Dawson Creek Airport","Dawson Creek","Canada",55.7422981262207,-120.18299865722656,2148
YEG,"Edmonton International Airport","Edmonton","Canada",53.309700012200004,-113.580001831,2373
YEK,"Arviat Airport","Eskimo Point","Canada",61.0942001343,-94.07080078119999,32
YEN,"Estevan Airport","Estevan","Canada",49.2103004456,-102.966003418,1905
YET,"Edson Airport","Edson","Canada",53.578899383499994,-116.464996338,3043
YEU,"Eureka Airport","Eureka","Canada",79.9946975708,-85.814201355,256
YEV,"Inuvik Mike Zubko Airport","Inuvik","Canada",68.30419921880001,-133.483001709,224
YFB,"Iqaluit Airport","Iqaluit","Canada",63.756402,-68.555801,110
YFC,"Fredericton Airport","Fredericton","Canada",45.868900299072266,-66.53720092773438,68
YFE,"Forestville Airport","Forestville","Canada",48.74610137939453,-69.09719848632812,293
YFO,"Flin Flon Airport","Flin Flon","Canada",54.6781005859375,-101.68199920654297,997
YFR,"Fort Resolution Airport","Fort Resolution","Canada",61.1808013916,-113.690002441,526
YFS,"Fort Simpson Airport","Fort Simpson","Canada",61.76020050048828,-121.23699951171875,555
YGK,"Kingston Norman Rogers Airport","Kingston","Canada",44.22529983520508,-76.5969009399414,305
YGL,"La Grande Rivière Airport","La Grande Riviere","Canada",53.625301361083984,-77.7042007446289,639
YGP,"Gaspé (Michel-Pouliot) Airport","Gaspe","Canada",48.7752990723,-64.4785995483,112
YGQ,"Geraldton Greenstone Regional Airport","Geraldton","Canada",49.77830123901367,-86.93939971923828,1144
YGR,"Îles-de-la-Madeleine Airport","Iles De La Madeleine","Canada",47.42470169067383,-61.778099060058594,35
YHB,"Hudson Bay Airport","Hudson Bay","Canada",52.8166999817,-102.310997009,1175
YHD,"Dryden Regional Airport","Dryden","Canada",49.831699,-92.744202,1354
YHI,"Ulukhaktok Holman Airport","Holman Island","Canada",70.76280212402344,-117.80599975585938,117
YHK,"Gjoa Haven Airport","Gjoa Haven","Canada",68.635597229,-95.84970092770001,152
YHM,"John C. Munro Hamilton International Airport","Hamilton","Canada",43.173599243199995,-79.93499755859999,780
YHU,"Montréal / Saint-Hubert Airport","Montreal","Canada",45.5175018311,-73.4169006348,90
YHY,"Hay River / Merlyn Carter Airport","Hay River","Canada",60.8396987915,-115.782997131,541
YHZ,"Halifax / Stanfield International Airport","Halifax","Canada",44.8807983398,-63.5085983276,477
YIB,"Atikokan Municipal Airport","Atikokan","Canada",48.7738990784,-91.6386032104,1408
YIO,"Pond Inlet Airport","Pond Inlet","Canada",72.6832962036,-77.9666976929,181
YJN,"St Jean Airport","St. Jean","Canada",45.29439926147461,-73.28109741210938,136
YJT,"Stephenville Airport","Stephenville","Canada",48.5442008972168,-58.54999923706055,84
YKA,"Kamloops Airport","Kamloops","Canada",50.7022018433,-120.444000244,1133
YKF,"Waterloo Airport","Waterloo","Canada",43.460800170899994,-80.3786010742,1055
YKL,"Schefferville Airport","Schefferville","Canada",54.805301666259766,-66.8052978515625,1709
YKY,"Kindersley Airport","Kindersley","Canada",51.5175018311,-109.180999756,2277
YKZ,"Buttonville Municipal Airport","Toronto","Canada",43.86220169067383,-79.37000274658203,650
YLD,"Chapleau Airport","Chapleau","Canada",47.81999969482422,-83.3467025756836,1470
YLJ,"Meadow Lake Airport","Meadow Lake","Canada",54.125301361083984,-108.52300262451172,1576
YLL,"Lloydminster Airport","Lloydminster","Canada",53.309200286865234,-110.072998046875,2193
YLT,"Alert Airport","Alert","Canada",82.51779937740001,-62.2806015015,100
YLW,"Kelowna International Airport","Kelowna","Canada",49.9561004639,-119.377998352,1421
YMA,"Mayo Airport","Mayo","Canada",63.61640167236328,-135.8679962158203,1653
YMJ,"Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Canada",50.330299377441406,-105.55899810791016,1892
YMM,"Fort McMurray Airport","Fort Mcmurray","Canada",56.653301239,-111.222000122,1211
YMO,"Moosonee Airport","Moosonee","Canada",51.291099548339844,-80.60780334472656,30
YMW,"Maniwaki Airport","Maniwaki","Canada",46.2728004456,-75.9906005859,656
YMX,"Montreal International (Mirabel) Airport","Montreal","Canada",45.679501,-74.038696,270
YNA,"Natashquan Airport","Natashquan","Canada",50.189998626708984,-61.78919982910156,39
YND,"Ottawa / Gatineau Airport","Gatineau","Canada",45.521701812699995,-75.5635986328,211
YNM,"Matagami Airport","Matagami","Canada",49.76169967651367,-77.80280303955078,918
YOC,"Old Crow Airport","Old Crow","Canada",67.57060241699219,-139.83900451660156,824
YOD,"CFB Cold Lake","Cold Lake","Canada",54.404998779296875,-110.27899932861328,1775
YOJ,"High Level Airport","High Level","Canada",58.62139892578125,-117.16500091552734,1110
YOW,"Ottawa Macdonald-Cartier International Airport","Ottawa","Canada",45.3224983215332,-75.66919708251953,374
YPA,"Prince Albert Glass Field","Prince Albert","Canada",53.214199066199996,-105.672996521,1405
YPE,"Peace River Airport","Peace River","Canada",56.226898,-117.446999,1873
YPG,"Southport Airport","Portage-la-prairie","Canada",49.903099,-98.273817,885
YPL,"Pickle Lake Airport","Pickle Lake","Canada",51.4463996887207,-90.21420288085938,1267
YPN,"Port Menier Airport","Port Menier","Canada",49.83639907836914,-64.2885971069336,167
YPQ,"Peterborough Airport","Peterborough","Canada",44.22999954223633,-78.36329650878906,628
YPR,"Prince Rupert Airport","Prince Pupert","Canada",54.286098480199996,-130.445007324,116
YPY,"Fort Chipewyan Airport","Fort Chipewyan","Canada",58.7672004699707,-111.11699676513672,761
YQA,"Muskoka Airport","Muskoka","Canada",44.974700927734375,-79.30329895019531,925
YQB,"Quebec Jean Lesage International Airport","Quebec","Canada",46.7911,-71.393303,244
YQF,"Red Deer Regional Airport","Red Deer Industrial","Canada",52.18220138549805,-113.89399719238281,2968
YQG,"Windsor Airport","Windsor","Canada",42.27560043334961,-82.95559692382812,622
YQH,"Watson Lake Airport","Watson Lake","Canada",60.11640167236328,-128.82200622558594,2255
YQK,"Kenora Airport","Kenora","Canada",49.788299560546875,-94.36309814453125,1332
YQL,"Lethbridge County Airport","Lethbridge","Canada",49.6302986145,-112.800003052,3048
YQM,"Greater Moncton International Airport","Moncton","Canada",46.11220169067383,-64.67859649658203,232
YQQ,"Comox Airport","Comox","Canada",49.71080017089844,-124.88700103759766,84
YQR,"Regina International Airport","Regina","Canada",50.43190002441406,-104.66600036621094,1894
YQT,"Thunder Bay Airport","Thunder Bay","Canada",48.37189865112305,-89.32389831542969,653
YQU,"Grande Prairie Airport","Grande Prairie","Canada",55.1796989441,-118.885002136,2195
YQV,"Yorkton Municipal Airport","Yorkton","Canada",51.26470184326172,-102.46199798583984,1635
YQW,"North Battleford Airport","North Battleford","Canada",52.76919937133789,-108.24400329589844,1799
YQX,"Gander International Airport","Gander","Canada",48.9369010925293,-54.56809997558594,496
YQY,"Sydney / J.A. Douglas McCurdy Airport","Sydney","Canada",46.1614,-60.047798,203
YQZ,"Quesnel Airport","Quesnel","Canada",53.026100158691406,-122.51000213623047,1789
YRB,"Resolute Bay Airport","Resolute","Canada",74.7169036865,-94.9693984985,215
YRI,"Rivière-du-Loup Airport","Riviere Du Loup","Canada",47.764400482177734,-69.58470153808594,427
YRJ,"Roberval Airport","Roberval","Canada",48.52000045776367,-72.2656021118164,586
YRM,"Rocky Mountain House Airport","Rocky Mountain House","Canada",52.4296989441,-114.903999329,3244
YRT,"Rankin Inlet Airport","Rankin Inlet","Canada",62.8114013672,-92.1157989502,94
YSB,"Sudbury Airport","Sudbury","Canada",46.625,-80.79889678955078,1141
YSC,"Sherbrooke Airport","Sherbrooke","Canada",45.4385986328125,-71.69139862060547,792
YSJ,"Saint John Airport","St. John","Canada",45.31610107421875,-65.89029693603516,357
YSM,"Fort Smith Airport","Fort Smith","Canada",60.020301818847656,-111.96199798583984,671
YSR,"Nanisivik Airport","Nanisivik","Canada",72.982201,-84.613602,2106
YSU,"Summerside Airport","Summerside","Canada",46.44060134887695,-63.83359909057617,56
YSY,"Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport","Sachs Harbour","Canada",71.9938964844,-125.242996216,282
YTE,"Cape Dorset Airport","Cape Dorset","Canada",64.2300033569,-76.5267028809,164
YTH,"Thompson Airport","Thompson","Canada",55.80110168457031,-97.86419677734375,729
YTR,"CFB Trenton","Trenton","Canada",44.118900299072266,-77.5280990600586,283
YTS,"Timmins/Victor M. Power","Timmins","Canada",48.569698333699996,-81.376701355,967
YTZ,"Billy Bishop Toronto City Centre Airport","Toronto","Canada",43.627499,-79.396202,252
YUB,"Tuktoyaktuk Airport","Tuktoyaktuk","Canada",69.43329620361328,-133.0260009765625,15
YUL,"Montreal / Pierre Elliott Trudeau International Airport","Montreal","Canada",45.4706001282,-73.7407989502,118
YUT,"Repulse Bay Airport","Repulse Bay","Canada",66.5214004517,-86.22470092770001,80
YUX,"Hall Beach Airport","Hall Beach","Canada",68.77610015869999,-81.2425,30
YUY,"Rouyn Noranda Airport","Rouyn","Canada",48.20610046386719,-78.83560180664062,988
YVC,"La Ronge Airport","La Ronge","Canada",55.151401519800004,-105.262001038,1242
YVG,"Vermilion Airport","Vermillion","Canada",53.355800628699996,-110.823997498,2025
YVM,"Qikiqtarjuaq Airport","Broughton Island","Canada",67.5457992554,-64.03140258789999,21
YVO,"Val-d'Or Airport","Val D'or","Canada",48.0532989502,-77.7827987671,1107
YVP,"Kuujjuaq Airport","Quujjuaq","Canada",58.096099853515625,-68.4269027709961,129
YVQ,"Norman Wells Airport","Norman Wells","Canada",65.28160095214844,-126.7979965209961,238
YVR,"Vancouver International Airport","Vancouver","Canada",49.193901062,-123.183998108,14
YVT,"Buffalo Narrows Airport","Buffalo Narrows","Canada",55.8418998718,-108.417999268,1423
YVV,"Wiarton Airport","Wiarton","Canada",44.7458,-81.107201,729
YWA,"Petawawa Airport","Petawawa","Canada",45.95220184326172,-77.31919860839844,427
YWG,"Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada",49.909999847399995,-97.2398986816,783
YWK,"Wabush Airport","Wabush","Canada",52.92190170288086,-66.8644027709961,1808
YWL,"Williams Lake Airport","Williams Lake","Canada",52.1831016541,-122.054000854,3085
YWY,"Wrigley Airport","Wrigley","Canada",63.20940017700195,-123.43699645996094,489
YXC,"Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada",49.610801696777,-115.78199768066,3082
YXD,"Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada",53.5724983215,-113.521003723,2202
YXE,"Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada",52.170799255371094,-106.69999694824219,1653
YXH,"Medicine Hat Airport","Medicine Hat","Canada",50.01890182495117,-110.72100067138672,2352
YXJ,"Fort St John Airport","Fort Saint John","Canada",56.23809814453125,-120.73999786376953,2280
YXL,"Sioux Lookout Airport","Sioux Lookout","Canada",50.11389923095703,-91.9052963256836,1258
YXP,"Pangnirtung Airport","Pangnirtung","Canada",66.1449966431,-65.71360015869999,75
YXR,"Earlton (Timiskaming Regional) Airport","Earlton","Canada",47.697400654599996,-79.8473453522,800
YXS,"Prince George Airport","Prince George","Canada",53.8894004822,-122.679000854,2267
YXT,"Northwest Regional Airport Terrace-Kitimat","Terrace","Canada",54.468498,-128.576009,713
YXU,"London Airport","London","Canada",43.035599,-81.1539,912
YXX,"Abbotsford Airport","Abbotsford","Canada",49.025299072265625,-122.36100006103516,195
YXY,"Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada",60.7095985413,-135.067001343,2317
YYB,"North Bay Jack Garland Airport","North Bay","Canada",46.363602,-79.422798,1215
YYC,"Calgary International Airport","Calgary","Canada",51.113899231,-114.019996643,3557
YYD,"Smithers Airport","Smithers","Canada",54.82469940185547,-127.18299865722656,1712
YYE,"Fort Nelson Airport","Fort Nelson","Canada",58.8363990784,-122.597000122,1253
YYF,"Penticton Airport","Penticton","Canada",49.46310043334961,-119.60199737548828,1129
YYG,"Charlottetown Airport","Charlottetown","Canada",46.290000915527344,-63.12110137939453,160
YYH,"Taloyoak Airport","Spence Bay","Canada",69.5466995239,-93.5766983032,92
YYJ,"Victoria International Airport","Victoria","Canada",48.646900177,-123.426002502,63
YYL,"Lynn Lake Airport","Lynn Lake","Canada",56.86389923095703,-101.07599639892578,1170
YYN,"Swift Current Airport","Swift Current","Canada",50.291900634799994,-107.691001892,2680
YYQ,"Churchill Airport","Churchill","Canada",58.739200592041016,-94.06500244140625,94
YYR,"Goose Bay Airport","Goose Bay","Canada",53.3191986084,-60.4258003235,160
YYT,"St. John's International Airport","St. John's","Canada",47.618598938,-52.7518997192,461
YYU,"Kapuskasing Airport","Kapuskasing","Canada",49.41389846801758,-82.46749877929688,743
YYW,"Armstrong Airport","Armstrong","Canada",50.29029846191406,-88.90969848632812,1058
YYY,"Mont Joli Airport","Mont Joli","Canada",48.60860061645508,-68.20809936523438,172
YYZ,"Lester B. Pearson International Airport","Toronto","Canada",43.6772003174,-79.63059997559999,569
YZD,"Downsview Airport","Toronto","Canada",43.74250030517578,-79.4655990600586,652
YZE,"Gore Bay Manitoulin Airport","Gore Bay","Canada",45.88529968261719,-82.56780242919922,635
YZF,"Yellowknife Airport","Yellowknife","Canada",62.462799072265625,-114.44000244140625,675
YZH,"Slave Lake Airport","Slave Lake","Canada",55.2930984497,-114.777000427,1912
YZP,"Sandspit Airport","Sandspit","Canada",53.25429916379999,-131.813995361,21
YZR,"Chris Hadfield Airport","Sarnia","Canada",42.9994010925293,-82.30889892578125,594
YZT,"Port Hardy Airport","Port Hardy","Canada",50.680599212646484,-127.36699676513672,71
YZU,"Whitecourt Airport","Whitecourt","Canada",54.14390182495117,-115.78700256347656,2567
YZV,"Sept-Îles Airport","Sept-iles","Canada",50.22330093383789,-66.2656021118164,180
YZW,"Teslin Airport","Teslin","Canada",60.17279815673828,-132.7429962158203,2313
YZX,"CFB Greenwood","Greenwood","Canada",44.98440170288086,-64.91690063476562,92
ZFA,"Faro Airport","Faro","Canada",62.20750045776367,-133.37600708007812,2351
ZFM,"Fort Mcpherson Airport","Fort Mcpherson","Canada",67.40750122070312,-134.86099243164062,116
QLD,"Blida Airport","Blida","Algeria",36.50360107421875,2.8141698837280273,535
BUJ,"Bou Saada Airport","Bou Saada","Algeria",35.33250045776367,4.206389904022217,1506
BJA,"Soummam Airport","Bejaja","Algeria",36.7120018005,5.0699200630200005,20
ALG,"Houari Boumediene Airport","Algier","Algeria",36.691001892089844,3.215409994125366,82
DJG,"Djanet Inedbirene Airport","Djanet","Algeria",24.292801,9.45244,3176
VVZ,"Illizi Takhamalt Airport","Illizi","Algeria",26.7234992981,8.62265014648,1778
TMR,"Aguenar – Hadj Bey Akhamok Airport","Tamanrasset","Algeria",22.8115005493,5.45107984543,4518
GJL,"Jijel Ferhat Abbas Airport","Jijel","Algeria",36.7951011658,5.87361001968,36
MZW,"Mecheria Airport","Mecheria","Algeria",33.535900116,-0.242353007197,3855
AAE,"Rabah Bitat Airport","Annaba","Algeria",36.822201,7.809174,16
CZL,"Mohamed Boudiaf International Airport","Constantine","Algeria",36.2760009765625,6.620389938354492,2265
TEE,"Cheikh Larbi Tébessi Airport","Tebessa","Algeria",35.4315986633,8.12071990967,2661
HRM,"Hassi R'Mel Airport","Tilrempt","Algeria",32.93040084838867,3.311539888381958,2540
TID,"Bou Chekif Airport","Tiaret","Algeria",35.3410987854,1.46315002441,3245
TIN,"Tindouf Airport","Tindouf","Algeria",27.7003993988,-8.167099952700001,1453
CFK,"Ech Cheliff Airport","Ech-cheliff","Algeria",36.2126998901,1.33176994324,463
TAF,"Tafaraoui Airport","Oran","Algeria",35.54240036010742,-0.5322780013084412,367
TLM,"Zenata – Messali El Hadj Airport","Tlemcen","Algeria",35.0167007446,-1.45000004768,814
ORN,"Es Senia Airport","Oran","Algeria",35.6239013672,-0.6211829781529999,295
BFW,"Sidi Bel Abbes Airport","Sidi Bel Abbes","Algeria",35.1717987061,-0.593275010586,1614
MUW,"Ghriss Airport","Ghriss","Algeria",35.207698822021484,0.14714199304580688,1686
AZR,"Touat Cheikh Sidi Mohamed Belkebir Airport","Adrar","Algeria",27.837600708007812,-0.18641400337219238,919
BSK,"Biskra Airport","Biskra","Algeria",34.793300628699996,5.73823022842,289
ELG,"El Golea Airport","El Golea","Algeria",30.571300506591797,2.8595900535583496,1306
GHA,"Noumérat - Moufdi Zakaria Airport","Ghardaia","Algeria",32.38410186767578,3.794110059738159,1512
HME,"Oued Irara Airport","Hassi Messaoud","Algeria",31.673000335699996,6.140439987180001,463
INZ,"In Salah Airport","In Salah","Algeria",27.250999450699997,2.51202011108,896
TGR,"Touggourt Sidi Madhi Airport","Touggourt","Algeria",33.06779861450195,6.088669776916504,279
LOO,"Laghouat Airport","Laghouat","Algeria",33.764400482199996,2.92833995819,2510
TMX,"Timimoun Airport","Timimoun","Algeria",29.2371006012,0.276033014059,1027
OGX,"Ain el Beida Airport","Ouargla","Algeria",31.917200088500977,5.412779808044434,492
IAM,"In Aménas Airport","Zarzaitine","Algeria",28.0515,9.64291,1847
COO,"Cadjehoun Airport","Cotonou","Benin",6.357230186462402,2.384350061416626,19
OUA,"Ouagadougou Airport","Ouagadougou","Burkina Faso",12.3532,-1.51242,1037
BOY,"Bobo Dioulasso Airport","Bobo-dioulasso","Burkina Faso",11.160099983215332,-4.33096981048584,1511
ACC,"Kotoka International Airport","Accra","Ghana",5.605189800262451,-0.16678600013256073,205
TML,"Tamale Airport","Tamale","Ghana",9.55718994140625,-0.8632140159606934,553
NYI,"Sunyani Airport","Sunyani","Ghana",7.361830234527588,-2.3287599086761475,1014
TKD,"Takoradi Airport","Takoradi","Ghana",4.896059989929199,-1.7747600078582764,21
ABJ,"Port Bouet Airport","Abidjan","Cote d'Ivoire",5.261390209197998,-3.9262900352478027,21
BYK,"Bouaké Airport","Bouake","Cote d'Ivoire",7.738800048828125,-5.073669910430908,1230
DJO,"Daloa Airport","Daloa","Cote d'Ivoire",6.792809963226318,-6.473189830780029,823
HGO,"Korhogo Airport","Korhogo","Cote d'Ivoire",9.38718032837,-5.55666017532,1214
MJC,"Man Airport","Man","Cote d'Ivoire",7.272069931030273,-7.58735990524292,1089
SPY,"San Pedro Airport","San Pedro","Cote d'Ivoire",4.746719837188721,-6.660820007324219,26
ASK,"Yamoussoukro Airport","Yamoussoukro","Cote d'Ivoire",6.9031701088,-5.36558008194,699
ABV,"Nnamdi Azikiwe International Airport","Abuja","Nigeria",9.006790161132812,7.263169765472412,1123
AKR,"Akure Airport","Akure","Nigeria",7.246739864349365,5.3010101318359375,1100
BNI,"Benin Airport","Benin","Nigeria",6.316979885101318,5.5995001792907715,258
CBQ,"Margaret Ekpo International Airport","Calabar","Nigeria",4.976019859313965,8.347200393676758,210
ENU,"Akanu Ibiam International Airport","Enugu","Nigeria",6.474269866943359,7.561960220336914,466
IBA,"Ibadan Airport","Ibadan","Nigeria",7.362460136413574,3.97832989692688,725
ILR,"Ilorin International Airport","Ilorin","Nigeria",8.440210342407227,4.493919849395752,1126
JOS,"Yakubu Gowon Airport","Jos","Nigeria",9.639829635620117,8.869050025939941,4232
KAD,"Kaduna Airport","Kaduna","Nigeria",10.696000099182129,7.320109844207764,2073
KAN,"Mallam Aminu International Airport","Kano","Nigeria",12.0476,8.52462,1562
MIU,"Maiduguri International Airport","Maiduguri","Nigeria",11.855299949645996,13.080900192260742,1099
MDI,"Makurdi Airport","Makurdi","Nigeria",7.70388,8.61394,371
LOS,"Murtala Muhammed International Airport","Lagos","Nigeria",6.5773701667785645,3.321160078048706,135
MXJ,"Minna Airport","Minna","Nigeria",9.652170181274414,6.462259769439697,834
PHC,"Port Harcourt International Airport","Port Hartcourt","Nigeria",5.0154900550842285,6.94959020614624,87
SKO,"Sadiq Abubakar III International Airport","Sokoto","Nigeria",12.916299819946289,5.207190036773682,1010
YOL,"Yola Airport","Yola","Nigeria",9.257550239562988,12.430399894714355,599
ZAR,"Zaria Airport","Zaria","Nigeria",11.1302,7.68581,2170
MFQ,"Maradi Airport","Maradi","Niger",13.5024995803833,7.1267499923706055,1240
NIM,"Diori Hamani International Airport","Niamey","Niger",13.4815,2.18361,732
THZ,"Tahoua Airport","Tahoua","Niger",14.875699996948242,5.265359878540039,1266
AJY,"Mano Dayak International Airport","Agadez","Niger",16.965999603271484,8.000109672546387,1657
ZND,"Zinder Airport","Zinder","Niger",13.779000282287598,8.983759880065918,1516
MIR,"Monastir Habib Bourguiba International Airport","Monastir","Tunisia",35.75809860229492,10.75469970703125,9
TUN,"Tunis Carthage International Airport","Tunis","Tunisia",36.85100173950195,10.22719955444336,22
GAF,"Gafsa Ksar International Airport","Gafsa","Tunisia",34.422000885009766,8.822500228881836,1060
GAE,"Gabès Matmata International Airport","Gabes","Tunisia",33.87689971923828,10.103300094604492,26
DJE,"Djerba Zarzis International Airport","Djerba","Tunisia",33.875,10.775500297546387,19
EBM,"El Borma Airport","El Borma","Tunisia",31.704299926757812,9.254619598388672,827
SFA,"Sfax Thyna International Airport","Sfax","Tunisia",34.71799850463867,10.690999984741211,85
TOE,"Tozeur Nefta International Airport","Tozeur","Tunisia",33.939701080322266,8.110560417175293,287
LRL,"Niamtougou International Airport","Niatougou","Togo",9.767330169677734,1.091249942779541,1515
LFW,"Lomé-Tokoin Airport","Lome","Togo",6.165609836578369,1.2545100450515747,72
ANR,"Antwerp International Airport (Deurne)","Antwerp","Belgium",51.1893997192,4.46027994156,39
BRU,"Brussels Airport","Brussels","Belgium",50.901401519800004,4.48443984985,184
CRL,"Brussels South Charleroi Airport","Charleroi","Belgium",50.459202,4.45382,614
KJK,"Wevelgem Airport","Kortrijk-vevelgem","Belgium",50.817199707,3.20472002029,64
LGG,"Liège Airport","Liege","Belgium",50.63740158081055,5.443220138549805,659
OST,"Ostend-Bruges International Airport","Ostend","Belgium",51.198898315399994,2.8622200489,13
OBL,"Zoersel (Oostmalle) Airfield","Zoersel","Belgium",51.264702,4.75333,53
AOC,"Altenburg-Nobitz Airport","Altenburg","Germany",50.981945,12.506389,640
IES,"Riesa-Göhlis Airport","Riesa","Germany",51.2936096191,13.3561105728,322
REB,"Rechlin-Lärz Airport","Rechlin-laerz","Germany",53.306388855,12.7522220612,220
QXH,"Schönhagen Airport","Schoenhagen","Germany",52.203609,13.156389,152
BBH,"Barth Airport","Barth","Germany",54.338253,12.710515,23
ZMG,"Magdeburg City Airport","Magdeburg","Germany",52.073612,11.626389,259
CBU,"Cottbus-Drewitz Airport","Cottbus","Germany",51.889442,14.531944,272
SXF,"Berlin-Schönefeld Airport","Berlin","Germany",52.380001,13.5225,157
DRS,"Dresden Airport","Dresden","Germany",51.1328010559082,13.767200469970703,755
ERF,"Erfurt Airport","Erfurt","Germany",50.979801177978516,10.958100318908691,1036
FRA,"Frankfurt am Main Airport","Frankfurt","Germany",50.033333,8.570556,364
FMO,"Münster Osnabrück Airport","Munster","Germany",52.134601593,7.68483018875,160
HAM,"Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,53
THF,"Berlin-Tempelhof International Airport","Berlin","Germany",52.472999572753906,13.403900146484375,167
CGN,"Cologne Bonn Airport","Cologne","Germany",50.8658981323,7.1427397728,302
DUS,"Düsseldorf Airport","Duesseldorf","Germany",51.289501,6.76678,147
MUC,"Munich Airport","Munich","Germany",48.353802,11.7861,1487
NUE,"Nuremberg Airport","Nuernberg","Germany",49.498699,11.078056,1046
LEJ,"Leipzig/Halle Airport","Leipzig","Germany",51.423889,12.236389,465
SCN,"Saarbrücken Airport","Saarbruecken","Germany",49.214599609400004,7.10950994492,1058
STR,"Stuttgart Airport","Stuttgart","Germany",48.689899444599995,9.22196006775,1276
TXL,"Berlin-Tegel Airport","Berlin","Germany",52.5597,13.2877,122
HAJ,"Hannover Airport","Hannover","Germany",52.461101532,9.685079574580001,183
BRE,"Bremen Airport","Bremen","Germany",53.0475006104,8.78666973114,14
